Path,Name,ExactName,Features,Options,Occupied,Virtual,HomoOrbital,Dipole,Energy,Excited,Time
,D_TON_C_D,D_TON_C_D_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-7.2140099747,-3.3859124935,86,0.0004,-5893.8549294,3.4603,0.5833333333
,6c_CPC_A_6c,6ccA_CPC_A_6ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1592967364,-2.1545973739,154,2.4773,-11847.150818,3.554,1.7166666667
,TSP_m3,A_TSP__A_n1_m3_x1_y1_z1,,td B3LYP/6-31g(d),-5.7475884986,-2.0411259032,169,0.207,-5356.6031607,3.1633,3.4
,A_CSN_666f_A,A_CSN_6aa6aa6ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4292153075,-2.3834451122,185,7.8497,-2996.610364,2.7909,3.9333333333
,5ddA_TON_5hhA_5ddA,5ddA_TON_5hhA_5ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8414494161,-3.1442754049,165,0.7523,-3364.8153343,1.3581,3.2833333333
,7_CSP_A_A,7aaA_CSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4077183142,-2.1690194074,100,2.1451,-2286.5660325,2.9826,1.4
,44ad_TON_A_44ad,4aa4adA_TON_A_4aa4adA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8613320831,-2.4019488532,133,0.0014,-1675.9271014,3.1247,2.85
,A_TON_A_4,A_TON_A_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.999838027,-1.6873779131,61,1.3283,-798.2647132,4.0578,0.4666666667
,A_TPN_A_A,A_TPN_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1290737435,-1.1466877158,49,0.0004,-1100.5533165,3.4879,0.2
,A_TON_444d_A,A_TON_4aa4aa4ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.768813378,-2.4808618664,185,0.1772,-2322.5017456,2.9816,4.3166666667
,4_TON_7_4,4aaA_TON_7aaA_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.102950815,-2.0890179388,167,0.0002,-2029.791697,2.7128,5.1833333333
,A_TOC_A_A,A_TOC_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.537788729,-0.7986541162,41,0,-535.0965279,4.546,0.1666666667
,A_TON_4ah_A,A_TON_4ahA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2670354597,-1.4862857864,89,2.9582,-1140.0156688,3.3593,1.6166666667
,5c_TON_A_5c,5ccA_TON_A_5ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.898611679,-2.4171872282,148,0.0013,-11955.2369248,3.1932,1.9
,A_TON_5a_A,A_TON_5aaA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2953352989,-1.9491514258,83,0.0005,-1670.8256532,3.2048,0.9
,TON_6_n2,_TON_A_6aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9554834713,-2.5619517903,121,3.5767,-1627.4151084,3.0851,1.7666666667
,A_CPC_4f_A,A_CPC_4ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3745204259,-1.099067794,105,1.3062,-1831.5138354,3.6671,2.6666666667
,5555g_CON_A_5555g,5aa5aa5aa5ggA_CON_A_5aa5aa5aa5ggA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.957914139,-2.4155545451,241,2.2309,-6574.4466955,2.2388,5.2333333333
,44d_TON_A_44d,4aa4ddA_TON_A_4aa4ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0569819331,-2.7037231002,145,0.198,-1860.4063779,3.0104,2.6166666667
,A_TSP_A_9,A_TSP_A_9A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2071704152,-2.0090164703,93,4.6097,-2565.972035,2.9935,0.9166666667
,C_CPC_4cc_C,C_CPC_4ccA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1669159239,-1.8642519082,187,0.3584,-16957.2790894,3.7367,3.65
,A_TON_A_6,A_TON_A_6aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2055560889,-1.9350015062,61,1.7737,-814.2991334,4.0179,0.45
,4_TON_3_4,4aaA_TON_3A_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7236424808,-2.1518762355,93,0,-1181.6176739,3.3707,1.75
,G_TON_E_G,G_TON_E_G_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9682728217,-1.9570427271,69,0,-1515.8560217,3.8007,0.45
,A_COP_555c_A,A_COP_5aa5aa5ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1951974063,-2.4063026746,240,0.8608,-14735.6555658,2.4625,5.0166666667
,A_COP_666d_A,A_COP_6aa6aa6ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1859638926,-2.816922457,193,5.8834,-2991.8852912,3.0276,4.6
,A_TON_3_A_m2,A_TON_3_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-5.706499309,-2.6438580557,105,0.0002,-1437.7952521,2.8672,2.0333333333
,C_CPC_4fe_C,C_CPC_4feA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8338485854,-1.5407085541,142,3.0881,-6975.5852621,3.674,2.9666666667
,A_CSP_444b_A,A_CSP_4aa4aa4bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5451358027,-1.7924138548,206,2.0412,-5011.0411241,3.3247,4.9666666667
,6_TON_8_6,6aaA_TON_8A_6aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3119525998,-3.1864530498,121,0.0001,-1651.653653,2.1238,1.65
,888_TON_A_888,888A_TON_A_888A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.8009411678,-4.1320486389,161,0.0004,-2337.9430988,1.8106,2.65
,TON_2_n2,_TON_A_2_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7669085811,-2.609571712,95,1.2477,-1288.0288957,2.9647,1.4166666667
,4_TSP_A_A,4aaA_TSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5595578361,-2.2199046952,77,1.153,-2017.39079,3.0346,0.5333333333
,4da_CPC_C_4da,4daA_CPC_C_4daA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1451468168,-2.2664361616,134,2.0108,-6857.3630798,3.3189,2.15
,A_TSN_666b_A,A_TSN_6aa6aa6bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1073229932,-2.3477981993,198,6.8278,-4534.0816432,3.3216,5.5333333333
,4fg_CPC_C_4fg,4fgA_CPC_C_4fgA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6722129653,-1.8558163792,146,2.4579,-7619.6838063,3.2948,2.0333333333
,7c_CCC_A_7c,7ccA_CCC_A_7ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1916599264,-1.9113276022,192,0.5848,-11748.1589918,2.8754,3.5833333333
,7b_CCC_A_7b,7bbA_CCC_A_7bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2131569196,-1.8596259729,156,0.5855,-3302.1111524,2.9589,3.1333333333
,A_TON_444g_A,A_TON_4aa4aa4ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4912572626,-1.9050689839,193,0.2235,-3546.2737827,3.2365,4.4
,66e_CON_A_66e,6aa6eeA_CON_A_6aa6eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1198402298,-2.3480703132,145,2.458,-1860.1534024,3.3469,3.3166666667
,A_TSP_A_5,A_TSP_A_5aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5154753943,-2.3050763267,78,1.4207,-2338.1471753,2.9437,0.45
,A_TSP_555g_A,A_TSP_5aa5aa5ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3375129438,-2.0103770395,215,0.0261,-6689.938725,2.892,3.65
,G_TON_F_G,G_TON_F_G_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5339791353,-0.9330783525,65,0.0001,-1513.9885197,4.2073,0.3
,8_CON_A_A,8A_CON_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.7761788084,-3.133935079,61,2.3913,-862.3250927,2.2082,0.4166666667
,TSP_m2,A_TSP__A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-5.7494932955,-2.0082001288,113,0.0694,-3571.4686825,3.2125,1.6166666667
,5_CSP_A_A,5aaA_CSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4806448229,-2.2452112822,78,1.741,-2338.1459683,2.9983,0.45
,A_TON_666d_A,A_TON_6aa6aa6ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2205223501,-3.0640018225,185,0.0005,-2418.7069583,2.8337,4.6333333333
,A_CPC_5f_A,A_CPC_5ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4275826244,-1.0579786044,107,1.112,-2473.0167837,3.6914,2.1666666667
,66i_CSP_A_66i,6aa6iiA_CSP_A_6aa6iiA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7489490678,-2.4803176387,153,1.6282,-2931.9835967,2.9447,2.5666666667
,C_CPC_4ca_C,C_CPC_4caA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9971168886,-1.6808471809,154,2.5328,-11815.0731128,3.7423,3.1833333333
,4gd_CPC_C_4gd,4gdA_CPC_C_4gdA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.30487764,-2.3031715298,150,6.6125,-7653.7297873,3.4698,2.15
,A_CON_5555h_A,A_CON_5aa5aa5aa5hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.5587231378,-2.1959586774,225,2.2819,-5203.1170697,2.0926,5.1333333333
,E_TON_D_E,E_TON_D_E_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-7.0910145197,-3.3472723284,65,0.0005,-903.9516297,3.595,0.65
,TSP_3_n2,_TSP_A_3_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5973816597,-3.0337971864,125,0.31,-3723.7810991,2.3982,1.9166666667
,4ei_CPC_C_4ei,4eiA_CPC_C_4eiA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6986080077,-1.8563606068,142,1.3905,-6903.8030669,3.3524,2.2666666667
,A_TON_D_A,A_TON_D_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-7.4458509652,-3.117064021,53,0.0011,-751.6678026,4.1548,0.2833333333
,7_CSP_7_n2,7aa_CSP_A_7aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2814574931,-2.1924211975,285,3.4859,-5572.4087576,2.7764,14.05
,5_CSP_5_n2,5aa_CSP_A_5aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1854013081,-2.7837245687,197,3.2979,-5778.7328887,2.2054,3.1333333333
,A_CSP_5555c_A,A_CSP_5aa5aa5aa5ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2400961896,-2.1785433917,290,4.3422,-16485.2336022,2.7166,6.1333333333
,66f_TSP_A_66f,6aa6ffA_TSP_A_6aa6ffA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5655443406,-2.936652546,153,0.0025,-3075.6059799,2.3529,2.3833333333
,A_TON_9_A,A_TON_9A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0964200829,-1.5333614804,113,2.6269,-2126.493314,3.2719,2.4166666667
,4hi_CPC_C_4hi,4hiA_CPC_C_4hiA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2332933437,-1.7268344197,138,2.698,-6862.2244696,3.0595,2
,A_TSP_5555d_A,A_TSP_5aa5aa5aa5ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6169738561,-2.7317508256,249,10.3443,-6569.7906137,2.5676,6.45
,A_TON_555g_A,A_TON_5aa5aa5ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8019929095,-2.4019488532,199,0.0025,-5470.8082211,2.1677,3.65
,4fd_CPC_C_4fd,4fdA_CPC_C_4fdA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0248725001,-2.1858904654,142,2.4591,-7007.8020783,3.2876,2.2833333333
,9_TSP_A_A,9A_TSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2071704152,-2.0090164703,93,4.6097,-2565.972035,2.9934,0.9166666667
,4bb_CPC_C_4bb,4bbA_CPC_C_4bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2006580398,-2.1630329029,151,0.7665,-8511.2526111,3.477,2.0666666667
,88_TON_A_88,88A_TON_A_88A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.8058392169,-3.8427916285,121,0.0003,-1747.6991638,1.9976,2.1333333333
,66b_CSP_A_66b,6aa6bbA_CSP_A_6aa6bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9533065606,-2.6985529373,166,1.238,-4613.0787534,2.9206,2.7166666667
,A_CSP_44h_A,A_CSP_4aa4hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.6621263965,-1.6479214065,153,2.8918,-2931.9570206,2.6635,2.2666666667
,C_CPC_4cd_C,C_CPC_4cdA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3900492715,-2.167930952,166,5.3987,-11999.5536303,3.6813,2.8
,4_TON_8_4,4aaA_TON_8A_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9903140426,-2.9731158004,121,0,-1619.5856061,2.12,1.5666666667
,4hh4hh99_CNC_4ff4ff94hh_4hh4hh99,4hh4hh99A_CNC_4ff4ff94hhA_4hh4hh99A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.2104174244,-1.1559395863,537,7.5112,-8749.7770336,2.6829,69.8333333333
,444e_CSP_A_444e,4aa4aa4eeA_CSP_A_4aa4aa4eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4520728699,-2.2062990033,201,1.6243,-3477.2526343,2.9371,4.8666666667
,7f_CPC_A_7f,7ffA_CPC_A_7ffA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2746546471,-1.6816635225,151,2.3812,-2369.8570411,3.2815,2.95
,5555h_CSP_A_5555h,5aa5aa5aa5hhA_CSP_A_5aa5aa5aa5hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7973669743,-2.3747374693,241,2.6562,-6422.2528603,2.1323,5.2666666667
,A_CSP_444e_A,A_CSP_4aa4aa4eeA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4757467738,-1.7235690536,201,2.0613,-3477.2411836,3.3264,5.4333333333
,A_TSP_A_6,A_TSP_A_6aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.716567521,-2.4150103174,77,1.8034,-2033.4261247,2.9862,0.6166666667
,A_CSP_5555i_A,A_CSP_5aa5aa5aa5iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9968264179,-1.9238448388,241,2.0223,-6358.1012554,2.693,5.7666666667
,C_CPC_4ab_C,C_CPC_4abA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1707255176,-1.871326868,136,2.8388,-7592.0564331,3.6744,3.2333333333
,6_TSP_6_n2,6aa_TSP_A_6aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5764288941,-2.8971960394,193,0.001,-4559.8569379,2.4017,3.3666666667
,A_COP_555i_A,A_COP_5aa5aa5iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9298864136,-2.1301071284,191,1.3183,-4608.5230816,2.4768,3.7166666667
,4gh_CPC_C_4gh,4ghA_CPC_C_4ghA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2923420466,-1.7959513347,146,3.6369,-7579.9507603,3.0047,1.85
,F_TON_F_F,F_TON_F_F_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3728877429,-0.3047674992,57,0.0001,-868.0641832,4.6363,0.2833333333
,A_TSP_A_8,A_TSP_A_8A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9625584311,-3.0316202757,77,1.8609,-2081.4689576,2.2219,0.5
,A_TON_44e_A,A_TON_4aa4eeA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.596837432,-1.8895584951,145,0.0241,-1795.9975265,3.3499,3.3666666667
,A_TON_5555i_A,A_TON_5aa5aa5aa5iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7331481084,-2.286028358,225,0.1921,-5138.9822429,2.1706,5.2666666667
,777_TON_A_777,7aa7aa7aaA_TON_A_7aa7aa7aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0917941476,-2.0071116734,299,0.0005,-3568.5987937,2.7238,13.2833333333
,A_CON_5555c_A,A_CON_5aa5aa5aa5ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8379119362,-2.5769180514,274,2.0922,-15266.1116868,2.0015,4.7833333333
,TON_7_n2,_TON_A_7aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4477190485,-2.1736453426,167,2.2236,-2133.7000667,2.9338,3.5833333333
,7c_CPC_A_7c,7ccA_CPC_A_7ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5731635281,-2.0269759836,200,2.7479,-12353.4286135,3.1588,3.6166666667
,4444d_TON_A_4444d,4aa4aa4aa4ddA_TON_A_4aa4aa4aa4ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6496275167,-2.4963723552,225,0.2106,-2784.6399108,2.9355,6.45
,G_TON_D_G,G_TON_D_G_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.8044786477,-2.9222305126,69,0,-1548.0443795,3.5879,0.45
,4af_CPC_C_4af,4afA_CPC_C_4afA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7851402083,-1.952144678,130,0.878,-6823.3182332,3.372,2.4
,8_TON_3_8,8A_TON_3A_8A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.4390297624,-3.3333945227,93,0.0007,-1309.7368451,2.2086,1.2666666667
,C_CPC_4ad_C,C_CPC_4adA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3876002469,-2.1306513561,134,6.9263,-6857.3489896,3.6664,2.7333333333
,44d_CON_A_44d,4aa4ddA_CON_A_4aa4ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1720860868,-2.6748790333,145,1.777,-1860.4051596,3.1278,3.0333333333
,5c_CCC_A_5c,5ccA_CCC_A_5ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3590099371,-1.8013936114,148,0.6931,-11851.3203645,3.1551,2.0666666667
,66c_CON_A_66c,6aa6ccA_CON_A_6aa6ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3111362583,-2.4631744669,186,3.1982,-11839.9944456,3.4175,3.9166666667
,3333_TON_A_3333,3333A_TON_A_3333A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0431041273,-3.076519059,89,0.0003,-1176.4323348,2.7724,1.1666666667
,44c_CON_A_44c,4aa4ccA_CON_A_4aa4ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.900244362,-2.0133702917,186,1.9544,-11775.8560127,3.4574,3.3666666667
,CON_9_n2,_CON_A_9_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2460826941,-2.0539152536,153,4.92,-2692.4931113,2.894,3.3666666667
,4ah_CPC_C_4ah,4ahA_CPC_C_4ahA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4757467738,-1.754862145,130,1.6448,-6783.5925989,3.3105,2.4666666667
,A_CON_444g_A,A_CON_4aa4aa4ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4621410819,-1.8797623969,193,2.5516,-3546.2730533,3.2326,4.1833333333
,5_CON_5_n2,5aa_CON_A_5aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4044529481,-2.4623581254,165,4.3373,-3340.4887436,2.6375,3.6
,TSP_9_n2,_TSP_A_9_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8969606392,-2.5668498394,185,8.1186,-5130.7580313,2.1374,3.7833333333
,444_TON_A_444,4aa4aa4aaA_TON_A_4aa4aa4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3905751424,-2.0813987513,161,0.0001,-1953.5527732,2.9494,3.1666666667
,C_CPC_4bd_C,C_CPC_4bdA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.4082808987,-2.1826250993,148,5.1894,-7776.5320125,3.728,2.4833333333
,A_CSP_444f_A,A_CSP_4aa4aa4ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3244514796,-1.663976123,193,2.0393,-3473.5232502,3.285,4.85
,8_TSP_8_n2,8_TSP_A_8_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1963042184,-3.8191177245,193,0.0003,-4752.0106172,1.8948,3.5166666667
,4b_TON_A_4b,4bbA_TON_A_4bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1089556762,-2.3464376301,110,0.0001,-2867.6928705,3.4559,1.7833333333
,5_TON_A_5,5aaA_TON_A_5aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5636395437,-1.9507841088,83,0.0003,-1670.8398252,3.3626,0.8333333333
,4e_CCC_A_4e,4eeA_CCC_A_4eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2275789531,-1.6705068551,105,0.5091,-1229.9708948,3.1382,1.8833333333
,CON_3_n2,_CON_A_3_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2311347898,-2.606306346,93,4.3108,-1285.492802,3.329,1.4333333333
,4bf_CPC_C_4bf,4bfA_CPC_C_4bfA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9579324958,-2.0022136243,144,3.3664,-7742.4955402,3.4615,1.8833333333
,A_TON_8_A_m2,A_TON_8_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-6.301612274,-3.609317955,161,0.0001,-2313.6933846,1.8162,2.8833333333
,C_TON_A_C,C_TON_A_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.5579435099,-1.6449281543,74,0,-5709.3912567,4.5866,0.25
,5_TON_A_A,5aaA_TON_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8860944424,-1.8201694663,62,1.628,-1119.0181514,3.8433,0.4166666667
,44a_CON_A_44a,4aa4aaA_CON_A_4aa4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5837759678,-1.9094228054,121,2.0931,-1491.4412573,3.2854,2.1166666667
,3_CON_A_A,3A_CON_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.4436556977,-1.7382632009,47,2.1741,-643.3380698,4.338,0.2166666667
,A_TSP_5555c_A,A_TSP_5aa5aa5aa5ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2645864351,-2.200040385,290,2.7815,-16485.2336854,2.6773,6.3666666667
,A_CON_44h_A,A_CON_4aa4hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.5815807003,-1.6596223015,137,3.9374,-1712.827926,2.5573,2.5166666667
,A_TSP_3_A_m2,A_TSP_3_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-5.4869034412,-2.7559689572,137,0.0001,-3876.0772544,2.4545,1.7666666667
,A_TSN_A_A,A_TSN_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2588904013,-1.5548584737,49,0,-1213.1486813,4.1743,0.2
,2_TON_9_2,2A_TON_9A_2A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.6414457447,-1.8528231269,127,0.0497,-2281.2687876,2.5186,2.3833333333
,A_CCC_7e_A,A_CCC_7eeA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4550661221,-1.1913143853,151,0.9527,-1768.2579161,3.7282,4.1
,A_CON_666i_A,A_CON_6aa6aa6iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8120794783,-2.3646692573,177,4.8006,-2207.0384764,3.0854,4.45
,4fi_CPC_C_4fi,4fiA_CPC_C_4fiA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3802348165,-1.6253359579,138,1.8303,-6901.9507938,3.2733,1.9833333333
,A_CCC_5b_A,A_CCC_5bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8490869604,-1.3477798425,112,3.4549,-3405.2622515,3.8875,2.1
,6_CSP_6_n2,6aa_CSP_A_6aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6528928828,-2.823725303,193,2.6574,-4559.8566078,2.5667,3.4666666667
,C_CPC_4ag_C,C_CPC_4agA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0409272166,-1.7932301963,138,0.6151,-7469.2364311,3.6414,3.0666666667
,6666_TON_A_6666,6aa6aa6aa6aaA_TON_A_6aa6aa6aa6aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8490869604,-2.6395042343,201,0.002,-2543.9803732,2.834,4.85
,A_TON_44b_A,A_TON_4aa4bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8079977708,-2.0030299658,150,0.1253,-3329.7973429,3.469,3.2
,444ad_TON_A_4444ad,4aa4aa4adA_TON_A_4aa4aa4aa4adA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5720750727,-2.3222194985,193,0.1333,-2369.0936063,2.8842,4.9833333333
,A_CON_A_9,A_CON_A_9A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5318022246,-1.4626118824,77,3.3291,-1346.8383245,3.8391,0.7833333333
,5555i_TSP_A_5555i,5aa5aa5aa5iiA_TSP_A_5aa5aa5aa5iiA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8907020209,-2.5499787814,241,0.8205,-6358.1178966,2.0574,4.6666666667
,A_CON_666c_A,A_CON_6aa6aa6ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0577982746,-2.5268491051,226,2.5465,-12334.1698733,3.1689,5.5166666667
,44g_TON_A_44g,4aa4ggA_TON_A_4aa4ggA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6207834498,-2.0022136243,153,0.1251,-3084.1802083,3.2341,2.2333333333
,444h_TSP_A_444h,4aa4aa4hhA_TSP_A_4aa4aa4hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7470259141,-2.2305171349,193,2.7276,-3394.083925,2.2826,5.8833333333
,A_CSP_5_A_m2,A_CSP_5aa_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-5.456970919,-1.9687436222,197,3.8334,-5778.7058984,3.0338,4.5333333333
